activity_name,activity_definition_id,activity_instance_ids_guess,problem_name,domain,bddl_path,robot_type,robot_type_source,objects_count,object_synsets,rooms,predicates,eval_command_guess
make_lemon_stain_remover,0,[0],make_lemon_stain_remover-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_lemon_stain_remover/problem0.bddl,R1Pro,--robot-type,14,"[""agent.n.01"", ""cabinet.n.01"", ""carboy.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""lemon_juice.n.01"", ""lemon_juice__bottle.n.01"", ""lemon_stain_remover.n.01"", ""sodium_carbonate.n.01"", ""sodium_carbonate__jar.n.01"", ""vinegar.n.01"", ""vinegar__bottle.n.01"", ""wooden_spoon.n.02""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""inside"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_lemon_stain_remover_eval policy=websocket task.name=make_lemon_stain_remover task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_lemonade,0,[0],make_lemonade-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_lemonade/problem0.bddl,R1Pro,--robot-type,14,"[""agent.n.01"", ""cabinet.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""granulated_sugar.n.01"", ""lemon_juice.n.01"", ""lemon_juice__bottle.n.01"", ""lemonade.n.01"", ""pitcher.n.02"", ""sink.n.01"", ""sugar__sack.n.01"", ""water.n.06"", ""wooden_spoon.n.02""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_lemonade_eval policy=websocket task.name=make_lemonade task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_limeade,0,[0],make_limeade-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_limeade/problem0.bddl,R1Pro,--robot-type,19,"[""agent.n.01"", ""bowl.n.01"", ""cabinet.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""granulated_sugar.n.01"", ""ice_cube.n.01"", ""lime_juice.n.01"", ""lime_juice__bottle.n.01"", ""limeade.n.01"", ""pitcher.n.02"", ""sink.n.01"", ""sugar__sack.n.01"", ""water.n.06"", ""wooden_spoon.n.02""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_limeade_eval policy=websocket task.name=make_limeade task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_macaroni_and_cheese,0,[0],make_macaroni_and_cheese-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_macaroni_and_cheese/problem0.bddl,R1Pro,--robot-type,30,"[""agent.n.01"", ""bowl.n.01"", ""breadcrumb.n.01"", ""butter.n.01"", ""casserole.n.02"", ""countertop.n.01"", ""cream_cheese.n.01"", ""cream_cheese__box.n.01"", ""cup.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""grated_cheese.n.01"", ""macaroni_and_cheese.n.01"", ""milk__carton.n.01"", ""noodle.n.01"", ""noodle__jar.n.01"", ""oven.n.01"", ""parmesan.n.01"", ""salt.n.02"", ""salt__shaker.n.01"", ""saucepan.n.01"", ""sink.n.01"", ""stockpot.n.01"", ""stove.n.01"", ""water.n.06"", ""whole_milk.n.01"", ""wooden_spoon.n.02""]","[""kitchen""]","[""cooked"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_macaroni_and_cheese_eval policy=websocket task.name=make_macaroni_and_cheese task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_meatloaf,0,[0],make_meatloaf-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_meatloaf/problem0.bddl,R1Pro,--robot-type,21,"[""agent.n.01"", ""bowl.n.01"", ""breadcrumb.n.01"", ""brown_sugar.n.01"", ""brown_sugar__sack.n.01"", ""cabinet.n.01"", ""carving_knife.n.01"", ""casserole.n.02"", ""catsup.n.01"", ""catsup__bottle.n.01"", ""chopping_board.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""ground_beef.n.01"", ""ground_beef__package.n.01"", ""meat_loaf.n.01"", ""milk__carton.n.01"", ""oven.n.01"", ""vidalia_onion.n.01"", ""whole_milk.n.01""]","[""kitchen""]","[""cooked"", ""covered"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_meatloaf_eval policy=websocket task.name=make_meatloaf task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_microwave_popcorn,0,[0],make_microwave_popcorn-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_microwave_popcorn/problem0.bddl,R1Pro,--robot-type,7,"[""agent.n.01"", ""cooked__popcorn.n.01"", ""countertop.n.01"", ""floor.n.01"", ""microwave.n.02"", ""popcorn.n.02"", ""popcorn__bag.n.01""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_microwave_popcorn_eval policy=websocket task.name=make_microwave_popcorn task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_muffins,0,[0],make_muffins-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_muffins/problem0.bddl,R1Pro,--robot-type,29,"[""agent.n.01"", ""baking_powder.n.01"", ""baking_powder__jar.n.01"", ""bowl.n.01"", ""cabinet.n.01"", ""cookie_sheet.n.01"", ""cooking_oil.n.01"", ""cooking_oil__bottle.n.01"", ""countertop.n.01"", ""electric_mixer.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""flour.n.01"", ""flour__sack.n.01"", ""granulated_sugar.n.01"", ""milk__carton.n.01"", ""muffin.n.01"", ""oven.n.01"", ""raw_egg.n.01"", ""salt.n.02"", ""salt__shaker.n.01"", ""sugar__sack.n.01"", ""whole_milk.n.01""]","[""kitchen""]","[""cooked"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_muffins_eval policy=websocket task.name=make_muffins task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_mustard_herb_and_spice_seasoning,0,[0],make_mustard_herb_and_spice_seasoning-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_mustard_herb_and_spice_seasoning/problem0.bddl,R1Pro,--robot-type,21,"[""agent.n.01"", ""blender.n.01"", ""bowl.n.01"", ""cabinet.n.01"", ""chopping_board.n.01"", ""clove.n.03"", ""countertop.n.01"", ""cumin.n.02"", ""cumin__shaker.n.01"", ""floor.n.01"", ""mustard_seasoning.n.01"", ""mustard_seed.n.01"", ""mustard_seed__shaker.n.01"", ""rosemary.n.02"", ""rosemary__shaker.n.01"", ""sage.n.02"", ""sage__shaker.n.01"", ""salt.n.02"", ""salt__shaker.n.01""]","[""kitchen""]","[""contains"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_mustard_herb_and_spice_seasoning_eval policy=websocket task.name=make_mustard_herb_and_spice_seasoning task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_nachos,0,[0],make_nachos-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_nachos/problem0.bddl,R1Pro,--robot-type,37,"[""agent.n.01"", ""avocado.n.01"", ""beefsteak_tomato.n.01"", ""cabinet.n.01"", ""carving_knife.n.01"", ""chopping_board.n.01"", ""cooked__diced__beefsteak_tomato.n.01"", ""cooked__diced__green_onion.n.01"", ""cooked__ground_beef.n.01"", ""cooked__paprika.n.01"", ""cooked__salsa.n.01"", ""cookie_sheet.n.01"", ""countertop.n.01"", ""diced__avocado.n.01"", ""diced__beefsteak_tomato.n.01"", ""diced__green_onion.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""grated_cheese.n.01"", ""green_onion.n.01"", ""melted__grated_cheese.n.01"", ""oven.n.01"", ""paprika.n.02"", ""paprika__shaker.n.01"", ""sack.n.01"", ""salsa.n.01"", ""salsa__bottle.n.01"", ""tortilla_chip.n.01"", ""tupperware.n.01""]","[""kitchen""]","[""covered"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_nachos_eval policy=websocket task.name=make_nachos task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_oatmeal,0,[0],make_oatmeal-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_oatmeal/problem0.bddl,R1Pro,--robot-type,21,"[""agent.n.01"", ""cabinet.n.01"", ""cinnamon.n.03"", ""cinnamon__shaker.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""honey.n.01"", ""honey__jar.n.01"", ""low-fat_milk.n.01"", ""milk__carton.n.01"", ""oat.n.02"", ""oat__box.n.01"", ""oatmeal.n.01"", ""salt.n.02"", ""salt__shaker.n.01"", ""saucepot.n.01"", ""sink.n.01"", ""stove.n.01"", ""water.n.06""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_oatmeal_eval policy=websocket task.name=make_oatmeal task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_onion_ring_batter,0,[0],make_onion_ring_batter-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_onion_ring_batter/problem0.bddl,R1Pro,--robot-type,19,"[""agent.n.01"", ""bowl.n.01"", ""cabinet.n.01"", ""cooking_oil.n.01"", ""cooking_oil__bottle.n.01"", ""countertop.n.01"", ""electric_mixer.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""flour.n.01"", ""flour__sack.n.01"", ""milk__carton.n.01"", ""onion_powder.n.01"", ""onion_powder__shaker.n.01"", ""onion_ring_batter.n.01"", ""raw_egg.n.01"", ""salt.n.02"", ""salt__shaker.n.01"", ""whole_milk.n.01""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_onion_ring_batter_eval policy=websocket task.name=make_onion_ring_batter task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_party_favors_from_candy,0,[0],make_party_favors_from_candy-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_party_favors_from_candy/problem0.bddl,R1Pro,--robot-type,13,"[""agent.n.01"", ""chocolate_chip_cookie.n.01"", ""countertop.n.01"", ""cup.n.01"", ""floor.n.01"", ""jelly_bean.n.01"", ""jelly_bean__jar.n.01"", ""jimmies.n.01"", ""jimmies__jar.n.01"", ""marshmallow.n.01""]","[""kitchen""]","[""contains"", ""filled"", ""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_party_favors_from_candy_eval policy=websocket task.name=make_party_favors_from_candy task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_pasta_sauce,0,[0],make_pasta_sauce-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_pasta_sauce/problem0.bddl,R1Pro,--robot-type,33,"[""agent.n.01"", ""basil.n.03"", ""beefsteak_tomato.n.01"", ""bowl.n.01"", ""cabinet.n.01"", ""carving_knife.n.01"", ""chopping_board.n.01"", ""clove.n.03"", ""cooked__marinara.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""granulated_sugar.n.01"", ""marjoram.n.02"", ""marjoram__shaker.n.01"", ""mason_jar.n.01"", ""oven.n.01"", ""salt.n.02"", ""salt__shaker.n.01"", ""stockpot.n.01"", ""sugar__sack.n.01"", ""tupperware.n.01"", ""vidalia_onion.n.01""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_pasta_sauce_eval policy=websocket task.name=make_pasta_sauce task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_pastry,0,[0],make_pastry-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_pastry/problem0.bddl,R1Pro,--robot-type,17,"[""agent.n.01"", ""butter.n.01"", ""butter__package.n.01"", ""cabinet.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""flour.n.01"", ""flour__sack.n.01"", ""food_processor.n.01"", ""pastry.n.01"", ""salt.n.02"", ""salt__shaker.n.01"", ""sink.n.01"", ""water.n.06"", ""wooden_spoon.n.02""]","[""kitchen""]","[""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_pastry_eval policy=websocket task.name=make_pastry task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_pizza,0,[0],make_pizza-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_pizza/problem0.bddl,R1Pro,--robot-type,23,"[""agent.n.01"", ""bowl.n.01"", ""cabinet.n.01"", ""carving_knife.n.01"", ""chopping_board.n.01"", ""cookie_sheet.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""grated_cheese.n.01"", ""mushroom.n.05"", ""oven.n.01"", ""pepperoni.n.01"", ""pizza.n.01"", ""pizza_dough.n.01"", ""tupperware.n.01"", ""vidalia_onion.n.01""]","[""kitchen""]","[""filled"", ""future"", ""inroom"", ""inside"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_pizza_eval policy=websocket task.name=make_pizza task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_pizza_dough,0,[0],make_pizza_dough-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_pizza_dough/problem0.bddl,R1Pro,--robot-type,18,"[""agent.n.01"", ""cabinet.n.01"", ""countertop.n.01"", ""electric_mixer.n.01"", ""floor.n.01"", ""flour.n.01"", ""flour__sack.n.01"", ""granulated_sugar.n.01"", ""olive_oil.n.01"", ""olive_oil__bottle.n.01"", ""pizza_dough.n.01"", ""salt.n.02"", ""salt__shaker.n.01"", ""sink.n.01"", ""sugar__sack.n.01"", ""water.n.06"", ""yeast.n.01"", ""yeast__shaker.n.01""]","[""kitchen""]","[""cooked"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_pizza_dough_eval policy=websocket task.name=make_pizza_dough task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_pizza_sauce,0,[0],make_pizza_sauce-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_pizza_sauce/problem0.bddl,R1Pro,--robot-type,20,"[""agent.n.01"", ""basil.n.03"", ""beefsteak_tomato.n.01"", ""bowl.n.01"", ""cabinet.n.01"", ""clove.n.03"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""marjoram.n.02"", ""marjoram__shaker.n.01"", ""salt.n.02"", ""salt__shaker.n.01"", ""stockpot.n.01"", ""stove.n.01"", ""tomato_paste.n.01"", ""tomato_paste__can.n.01"", ""tomato_sauce.n.01""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_pizza_sauce_eval policy=websocket task.name=make_pizza_sauce task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_popsicles,0,[0],make_popsicles-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_popsicles/problem0.bddl,R1Pro,--robot-type,20,"[""agent.n.01"", ""blender.n.01"", ""cabinet.n.01"", ""countertop.n.01"", ""deep-freeze.n.02"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""honey.n.01"", ""honey__jar.n.01"", ""ice_lolly.n.01"", ""lemon_juice.n.01"", ""lemon_juice__bottle.n.01"", ""mold.n.02"", ""raspberry.n.02"", ""strawberry.n.01"", ""yogurt.n.01"", ""yogurt__carton.n.01""]","[""kitchen""]","[""filled"", ""future"", ""inroom"", ""inside"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_popsicles_eval policy=websocket task.name=make_popsicles task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_pumpkin_pie_spice,0,[0],make_pumpkin_pie_spice-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_pumpkin_pie_spice/problem0.bddl,R1Pro,--robot-type,17,"[""agent.n.01"", ""allspice.n.03"", ""allspice__shaker.n.01"", ""cabinet.n.01"", ""cinnamon.n.03"", ""cinnamon__shaker.n.01"", ""clove.n.04"", ""clove__jar.n.01"", ""countertop.n.01"", ""floor.n.01"", ""ginger.n.02"", ""ginger__shaker.n.01"", ""mixing_bowl.n.01"", ""nutmeg.n.02"", ""nutmeg__shaker.n.01"", ""pumpkin_pie_spice.n.01"", ""whisk.n.01""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_pumpkin_pie_spice_eval policy=websocket task.name=make_pumpkin_pie_spice task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_red_beans_and_rice,0,[0],make_red_beans_and_rice-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_red_beans_and_rice/problem0.bddl,R1Pro,--robot-type,38,"[""agent.n.01"", ""beefsteak_tomato.n.01"", ""bell_pepper.n.02"", ""black_pepper.n.02"", ""carving_knife.n.01"", ""chopping_board.n.01"", ""clove.n.03"", ""cooked__black_pepper.n.01"", ""cooked__diced__beefsteak_tomato.n.01"", ""cooked__diced__bell_pepper.n.01"", ""cooked__diced__clove.n.01"", ""cooked__diced__turkey.n.01"", ""cooked__diced__vidalia_onion.n.01"", ""cooked__kidney_bean.n.01"", ""cooked__marjoram.n.01"", ""cooked__salt.n.01"", ""cooked__white_rice.n.01"", ""countertop.n.01"", ""floor.n.01"", ""kidney_bean.n.02"", ""marjoram.n.02"", ""marjoram__shaker.n.01"", ""mason_jar.n.01"", ""pepper__shaker.n.01"", ""salt.n.02"", ""salt__shaker.n.01"", ""sink.n.01"", ""stockpot.n.01"", ""stove.n.01"", ""turkey.n.04"", ""vidalia_onion.n.01"", ""water.n.06"", ""white_rice.n.01"", ""white_rice__sack.n.01""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_red_beans_and_rice_eval policy=websocket task.name=make_red_beans_and_rice task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_rose_centerpieces,0,[0],make_rose_centerpieces-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_rose_centerpieces/problem0.bddl,R1Pro,--robot-type,8,"[""agent.n.01"", ""coffee_table.n.01"", ""floor.n.01"", ""rose.n.01"", ""vase.n.01""]","[""living_room""]","[""inroom"", ""inside"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_rose_centerpieces_eval policy=websocket task.name=make_rose_centerpieces task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_seafood_stew,0,[0],make_seafood_stew-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_seafood_stew/problem0.bddl,R1Pro,--robot-type,45,"[""agent.n.01"", ""beefsteak_tomato.n.01"", ""bell_pepper.n.02"", ""cabinet.n.01"", ""carving_knife.n.01"", ""chicken_broth.n.01"", ""chopping_board.n.01"", ""clam.n.03"", ""clove.n.03"", ""countertop.n.01"", ""cup.n.01"", ""electric_refrigerator.n.01"", ""fish_stew.n.01"", ""floor.n.01"", ""marjoram.n.02"", ""marjoram__shaker.n.01"", ""mason_jar.n.01"", ""olive_oil.n.01"", ""olive_oil__bottle.n.01"", ""parsley.n.02"", ""prawn.n.01"", ""scallop.n.02"", ""stockpot.n.01"", ""stove.n.01"", ""tomato_sauce.n.01"", ""tomato_sauce__jar.n.01"", ""tupperware.n.01""]","[""kitchen""]","[""contains"", ""cooked"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_seafood_stew_eval policy=websocket task.name=make_seafood_stew task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_soup,0,[0],make_soup-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_soup/problem0.bddl,R1Pro,--robot-type,19,"[""agent.n.01"", ""cabinet.n.01"", ""carrot.n.03"", ""carving_knife.n.01"", ""celery.n.02"", ""chicken.n.01"", ""chicken_broth.n.01"", ""chicken_broth__carton.n.01"", ""chopping_board.n.01"", ""cooked__chicken_soup.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""rosemary.n.02"", ""rosemary__shaker.n.01"", ""salt.n.02"", ""salt__shaker.n.01"", ""stockpot.n.01"", ""stove.n.01""]","[""kitchen""]","[""contains"", ""cooked"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_soup_eval policy=websocket task.name=make_soup task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_spa_water,0,[0],make_spa_water-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_spa_water/problem0.bddl,R1Pro,--robot-type,15,"[""agent.n.01"", ""carving_knife.n.01"", ""chopping_board.n.01"", ""countertop.n.01"", ""cucumber.n.02"", ""cup.n.01"", ""diced__cucumber.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""ice_cube.n.01"", ""pitcher.n.02"", ""sink.n.01"", ""water.n.06""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_spa_water_eval policy=websocket task.name=make_spa_water task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_stew,0,[0],make_stew-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_stew/problem0.bddl,R1Pro,--robot-type,22,"[""agent.n.01"", ""beef_broth.n.01"", ""beef_broth__carton.n.01"", ""beef_stew.n.01"", ""cabinet.n.01"", ""carrot.n.03"", ""carving_knife.n.01"", ""chopping_board.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""ground_beef.n.01"", ""pea.n.01"", ""stockpot.n.01"", ""stove.n.01"", ""tupperware.n.01"", ""vidalia_onion.n.01"", ""wicker_basket.n.01""]","[""kitchen""]","[""contains"", ""filled"", ""future"", ""inroom"", ""inside"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_stew_eval policy=websocket task.name=make_stew task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_stewed_fruit,0,[0],make_stewed_fruit-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_stewed_fruit/problem0.bddl,R1Pro,--robot-type,8,"[""agent.n.01"", ""apple.n.01"", ""bowl.n.01"", ""countertop.n.01"", ""floor.n.01"", ""pear.n.01"", ""plum.n.02"", ""tablespoon.n.02""]","[""kitchen""]","[""cooked"", ""inroom"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_stewed_fruit_eval policy=websocket task.name=make_stewed_fruit task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_strawberries_and_cream,0,[0],make_strawberries_and_cream-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_strawberries_and_cream/problem0.bddl,R1Pro,--robot-type,17,"[""agent.n.01"", ""bowl.n.01"", ""countertop.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""granulated_sugar.n.01"", ""granulated_sugar__jar.n.01"", ""strawberry.n.01"", ""teaspoon.n.02"", ""tupperware.n.01"", ""whipped_cream.n.01"", ""whipped_cream__atomizer.n.01""]","[""kitchen""]","[""contains"", ""filled"", ""inroom"", ""inside"", ""insource"", ""ontop""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_strawberries_and_cream_eval policy=websocket task.name=make_strawberries_and_cream task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
make_tacos,0,[0],make_tacos-0,omnigibson,/home/anuriha/BEHAVIOR-1K/bddl3/bddl/activity_definitions/make_tacos/problem0.bddl,R1Pro,--robot-type,22,"[""agent.n.01"", ""carving_knife.n.01"", ""chili.n.02"", ""chopping_board.n.01"", ""cooked__ground_beef.n.01"", ""countertop.n.01"", ""diced__chili.n.01"", ""diced__vidalia_onion.n.01"", ""electric_refrigerator.n.01"", ""floor.n.01"", ""grated_cheese.n.01"", ""plate.n.04"", ""platter.n.01"", ""sack.n.01"", ""salsa.n.01"", ""salsa__bottle.n.01"", ""tablespoon.n.02"", ""tortilla.n.01"", ""tupperware.n.01"", ""vidalia_onion.n.01""]","[""kitchen""]","[""covered"", ""filled"", ""future"", ""inroom"", ""inside"", ""insource"", ""ontop"", ""real""]",python /home/anuriha/BEHAVIOR-1K/OmniGibson/omnigibson/learning/eval.py log_path=./logs/make_tacos_eval policy=websocket task.name=make_tacos task.activity_definition_id=0 eval_instance_ids='[0]' model.host=localhost
